,tau,kappa,beta,sigma,delta_t,avg_reward
2211,37.0,100.0,0.0075,5.25,2.0,8.574946116881419
2212,37.0,100.0,0.0075,5.25,3.0,10.465070185324157
2213,37.0,100.0,0.0075,5.25,4.0,11.252452539508095
2214,37.0,100.0,0.0075,5.25,5.0,16.1109009662079
2215,37.0,100.0,0.0075,7.625,1.0,16.752100937861613
2216,37.0,100.0,0.0075,7.625,2.0,14.01903260825826
2217,37.0,100.0,0.0075,7.625,3.0,16.317153536229565
2218,37.0,100.0,0.0075,7.625,4.0,21.772739161558253
2219,37.0,100.0,0.0075,7.625,5.0,9.296243972655889
2220,37.0,100.0,0.0075,10.0,1.0,9.176873356018692
2221,37.0,100.0,0.0075,10.0,2.0,10.151379773975993
2222,37.0,100.0,0.0075,10.0,3.0,21.171565563994427
2223,37.0,100.0,0.0075,10.0,4.0,13.243172182514732
2224,37.0,100.0,0.0075,10.0,5.0,10.166020569216823
2225,37.0,100.0,0.01,0.5,1.0,8.88512595941394
2226,37.0,100.0,0.01,0.5,2.0,7.034696883234339
2227,37.0,100.0,0.01,0.5,3.0,6.297637550263351
2228,37.0,100.0,0.01,0.5,4.0,8.21978577754702
2229,37.0,100.0,0.01,0.5,5.0,5.367133290629303
2230,37.0,100.0,0.01,2.875,1.0,10.773465956059106
2231,37.0,100.0,0.01,2.875,2.0,8.055452303663161
2232,37.0,100.0,0.01,2.875,3.0,13.764700975470182
2233,37.0,100.0,0.01,2.875,4.0,10.143420724798
2234,37.0,100.0,0.01,2.875,5.0,7.749665701201481
2235,37.0,100.0,0.01,5.25,1.0,18.131053762079873
2236,37.0,100.0,0.01,5.25,2.0,10.874213243487379
2237,37.0,100.0,0.01,5.25,3.0,10.826468887872622
2238,37.0,100.0,0.01,5.25,4.0,12.906426289294881
2239,37.0,100.0,0.01,5.25,5.0,10.280231797193832
2240,37.0,100.0,0.01,7.625,1.0,8.782171062677502
2241,37.0,100.0,0.01,7.625,2.0,12.489053944120506
2242,37.0,100.0,0.01,7.625,3.0,12.646019361744608
2243,37.0,100.0,0.01,7.625,4.0,11.049193577149016
2244,37.0,100.0,0.01,7.625,5.0,11.291079759350353
2245,37.0,100.0,0.01,10.0,1.0,9.12139778674851
2246,37.0,100.0,0.01,10.0,2.0,7.949861564866575
2247,37.0,100.0,0.01,10.0,3.0,8.011517509052176
2248,37.0,100.0,0.01,10.0,4.0,16.245295878564328
2249,37.0,100.0,0.01,10.0,5.0,12.458334234212018
2250,37.0,1000.0,0.0,0.5,1.0,8.52841801957908
2251,37.0,1000.0,0.0,0.5,2.0,6.793631648835872
2252,37.0,1000.0,0.0,0.5,3.0,7.547145898631932
2253,37.0,1000.0,0.0,0.5,4.0,5.943317502502934
2254,37.0,1000.0,0.0,0.5,5.0,6.593859557165336
2255,37.0,1000.0,0.0,2.875,1.0,12.454719111083623
2256,37.0,1000.0,0.0,2.875,2.0,16.855542890112837
2257,37.0,1000.0,0.0,2.875,3.0,8.862801261973187
2258,37.0,1000.0,0.0,2.875,4.0,13.011012025210627
2259,37.0,1000.0,0.0,2.875,5.0,10.23950228514369
2260,37.0,1000.0,0.0,5.25,1.0,8.432648852765135
2261,37.0,1000.0,0.0,5.25,2.0,14.279686565564827
2262,37.0,1000.0,0.0,5.25,3.0,15.825328986579956
2263,37.0,1000.0,0.0,5.25,4.0,14.95312304626081
2264,37.0,1000.0,0.0,5.25,5.0,12.0013033456801
2265,37.0,1000.0,0.0,7.625,1.0,11.827521655291287
2266,37.0,1000.0,0.0,7.625,2.0,8.608665220328863
2267,37.0,1000.0,0.0,7.625,3.0,13.557307824890003
2268,37.0,1000.0,0.0,7.625,4.0,9.368228897752271
2269,37.0,1000.0,0.0,7.625,5.0,11.941128627681188
2270,37.0,1000.0,0.0,10.0,1.0,14.558955350964002
2271,37.0,1000.0,0.0,10.0,2.0,13.38872568838048
2272,37.0,1000.0,0.0,10.0,3.0,15.834160858016727
2273,37.0,1000.0,0.0,10.0,4.0,8.585229683338953
2274,37.0,1000.0,0.0,10.0,5.0,10.72176355699833
2275,37.0,1000.0,0.0025,0.5,1.0,7.93443263139891
2276,37.0,1000.0,0.0025,0.5,2.0,6.550884151631128
2277,37.0,1000.0,0.0025,0.5,3.0,5.640896468199344
2278,37.0,1000.0,0.0025,0.5,4.0,6.565454352908645
2279,37.0,1000.0,0.0025,0.5,5.0,6.186354115989224
2280,37.0,1000.0,0.0025,2.875,1.0,9.21116308140525
2281,37.0,1000.0,0.0025,2.875,2.0,11.707088267732885
2282,37.0,1000.0,0.0025,2.875,3.0,13.489856971807683
2283,37.0,1000.0,0.0025,2.875,4.0,11.866910060482656
2284,37.0,1000.0,0.0025,2.875,5.0,15.669485525129934
2285,37.0,1000.0,0.0025,5.25,1.0,11.782533040006095
2286,37.0,1000.0,0.0025,5.25,2.0,7.165906358511632
2287,37.0,1000.0,0.0025,5.25,3.0,15.822425797846757
2288,37.0,1000.0,0.0025,5.25,4.0,9.365924294717477
2289,37.0,1000.0,0.0025,5.25,5.0,9.104519209864934
2290,37.0,1000.0,0.0025,7.625,1.0,19.469229166969487
2291,37.0,1000.0,0.0025,7.625,2.0,12.793582517456842
2292,37.0,1000.0,0.0025,7.625,3.0,7.074798780892854
2293,37.0,1000.0,0.0025,7.625,4.0,13.531489327462713
2294,37.0,1000.0,0.0025,7.625,5.0,7.197253123780084
2295,37.0,1000.0,0.0025,10.0,1.0,7.719920924958243
2296,37.0,1000.0,0.0025,10.0,2.0,19.02177940127194
2297,37.0,1000.0,0.0025,10.0,3.0,6.749450791368448
2298,37.0,1000.0,0.0025,10.0,4.0,13.984361837175479
2299,37.0,1000.0,0.0025,10.0,5.0,11.477193416769987
2300,37.0,1000.0,0.005,0.5,1.0,7.771117290222357
2301,37.0,1000.0,0.005,0.5,2.0,5.445467100581264
2302,37.0,1000.0,0.005,0.5,3.0,6.190382110566974
2303,37.0,1000.0,0.005,0.5,4.0,7.256390512942008
2304,37.0,1000.0,0.005,0.5,5.0,5.635224296018925
2305,37.0,1000.0,0.005,2.875,1.0,11.927839785667874
2306,37.0,1000.0,0.005,2.875,2.0,6.565588973110287
2307,37.0,1000.0,0.005,2.875,3.0,13.395669730678822
2308,37.0,1000.0,0.005,2.875,4.0,14.837764068701503
2309,37.0,1000.0,0.005,2.875,5.0,4.243971115837142
2310,37.0,1000.0,0.005,5.25,1.0,8.546774732785899
2311,37.0,1000.0,0.005,5.25,2.0,13.022970559251164
2312,37.0,1000.0,0.005,5.25,3.0,8.27169513249663
2313,37.0,1000.0,0.005,5.25,4.0,12.090645466264174
2314,37.0,1000.0,0.005,5.25,5.0,7.106950370256572
2315,37.0,1000.0,0.005,7.625,1.0,12.17122398598391
2316,37.0,1000.0,0.005,7.625,2.0,10.248791221800008
2317,37.0,1000.0,0.005,7.625,3.0,11.600116085415497
2318,37.0,1000.0,0.005,7.625,4.0,12.386827435530723
2319,37.0,1000.0,0.005,7.625,5.0,8.999650749332579
2320,37.0,1000.0,0.005,10.0,1.0,14.956039895070225
2321,37.0,1000.0,0.005,10.0,2.0,10.192267723774368
2322,37.0,1000.0,0.005,10.0,3.0,14.626000708990201
2323,37.0,1000.0,0.005,10.0,4.0,14.651963218230382
2324,37.0,1000.0,0.005,10.0,5.0,12.462008682136258
2325,37.0,1000.0,0.0075,0.5,1.0,7.816440018191275
2326,37.0,1000.0,0.0075,0.5,2.0,6.638979559969923
2327,37.0,1000.0,0.0075,0.5,3.0,7.341003903440756
2328,37.0,1000.0,0.0075,0.5,4.0,7.444332589129663
2329,37.0,1000.0,0.0075,0.5,5.0,5.426861101582826
2330,37.0,1000.0,0.0075,2.875,1.0,9.207084871374681
2331,37.0,1000.0,0.0075,2.875,2.0,19.420630912578623
2332,37.0,1000.0,0.0075,2.875,3.0,12.574165462047764
2333,37.0,1000.0,0.0075,2.875,4.0,13.689573399732362
2334,37.0,1000.0,0.0075,2.875,5.0,15.208640707242893
2335,37.0,1000.0,0.0075,5.25,1.0,13.75133732484193
2336,37.0,1000.0,0.0075,5.25,2.0,8.96627022513226
2337,37.0,1000.0,0.0075,5.25,3.0,15.688491277956064
2338,37.0,1000.0,0.0075,5.25,4.0,15.420292208365925
2339,37.0,1000.0,0.0075,5.25,5.0,12.01317399868546
2340,37.0,1000.0,0.0075,7.625,1.0,17.333444850098427
2341,37.0,1000.0,0.0075,7.625,2.0,17.309064934619872
2342,37.0,1000.0,0.0075,7.625,3.0,11.914782771580175
2343,37.0,1000.0,0.0075,7.625,4.0,14.830212950722068
2344,37.0,1000.0,0.0075,7.625,5.0,10.821864366335447
2345,37.0,1000.0,0.0075,10.0,1.0,11.205033274091603
2346,37.0,1000.0,0.0075,10.0,2.0,4.8363139903667465
2347,37.0,1000.0,0.0075,10.0,3.0,11.682474064117304
2348,37.0,1000.0,0.0075,10.0,4.0,17.789450051054068
2349,37.0,1000.0,0.0075,10.0,5.0,10.432400725093284
2350,37.0,1000.0,0.01,0.5,1.0,6.844702640269091
2351,37.0,1000.0,0.01,0.5,2.0,10.000215911124455
2352,37.0,1000.0,0.01,0.5,3.0,5.327276119596484
2353,37.0,1000.0,0.01,0.5,4.0,6.099751525621656
2354,37.0,1000.0,0.01,0.5,5.0,6.7582146604484805
2355,37.0,1000.0,0.01,2.875,1.0,11.843212047994486
2356,37.0,1000.0,0.01,2.875,2.0,7.124968335707512
2357,37.0,1000.0,0.01,2.875,3.0,10.053803708703327
2358,37.0,1000.0,0.01,2.875,4.0,14.409060461992599
2359,37.0,1000.0,0.01,2.875,5.0,10.796182256262117
2360,37.0,1000.0,0.01,5.25,1.0,20.5234709626587
2361,37.0,1000.0,0.01,5.25,2.0,12.53469515824285
2362,37.0,1000.0,0.01,5.25,3.0,11.767024762059057
2363,37.0,1000.0,0.01,5.25,4.0,9.752373132511934
2364,37.0,1000.0,0.01,5.25,5.0,8.716517784110968
2365,37.0,1000.0,0.01,7.625,1.0,10.708894238425923
2366,37.0,1000.0,0.01,7.625,2.0,8.229581778940128
2367,37.0,1000.0,0.01,7.625,3.0,7.586628848169719
2368,37.0,1000.0,0.01,7.625,4.0,17.14745376633325
2369,37.0,1000.0,0.01,7.625,5.0,4.386788714233916
2370,37.0,1000.0,0.01,10.0,1.0,15.07557839834394
2371,37.0,1000.0,0.01,10.0,2.0,6.668153441919879
2372,37.0,1000.0,0.01,10.0,3.0,12.700407166307901
2373,37.0,1000.0,0.01,10.0,4.0,16.496935279102615
2374,37.0,1000.0,0.01,10.0,5.0,6.26450221714571
2375,37.0,10000.0,0.0,0.5,1.0,7.981233284793879
2376,37.0,10000.0,0.0,0.5,2.0,8.718417681163885
2377,37.0,10000.0,0.0,0.5,3.0,6.962722154818691
2378,37.0,10000.0,0.0,0.5,4.0,6.142130185101194
2379,37.0,10000.0,0.0,0.5,5.0,10.689431403256794
2380,37.0,10000.0,0.0,2.875,1.0,14.134970670339081
2381,37.0,10000.0,0.0,2.875,2.0,8.852506251965993
2382,37.0,10000.0,0.0,2.875,3.0,6.667548839602745
2383,37.0,10000.0,0.0,2.875,4.0,8.470942605617887
2384,37.0,10000.0,0.0,2.875,5.0,13.37231293314762
2385,37.0,10000.0,0.0,5.25,1.0,11.392075000681846
2386,37.0,10000.0,0.0,5.25,2.0,14.242799839557103
2387,37.0,10000.0,0.0,5.25,3.0,8.916411414116565
2388,37.0,10000.0,0.0,5.25,4.0,18.284340658034516
2389,37.0,10000.0,0.0,5.25,5.0,11.601914735717044
2390,37.0,10000.0,0.0,7.625,1.0,13.756163073235331
2391,37.0,10000.0,0.0,7.625,2.0,9.462376299713437
2392,37.0,10000.0,0.0,7.625,3.0,13.299640009257581
2393,37.0,10000.0,0.0,7.625,4.0,14.635531851202398
2394,37.0,10000.0,0.0,7.625,5.0,16.39254641875467
2395,37.0,10000.0,0.0,10.0,1.0,9.982684230827227
2396,37.0,10000.0,0.0,10.0,2.0,8.028887765115483
2397,37.0,10000.0,0.0,10.0,3.0,9.235036862679406
2398,37.0,10000.0,0.0,10.0,4.0,18.270651037635652
2399,37.0,10000.0,0.0,10.0,5.0,9.916613351605914
2400,37.0,10000.0,0.0025,0.5,1.0,6.671003947656061
2401,37.0,10000.0,0.0025,0.5,2.0,7.390412888786614
2402,37.0,10000.0,0.0025,0.5,3.0,6.972099734165928
2403,37.0,10000.0,0.0025,0.5,4.0,6.002607519535465
2404,37.0,10000.0,0.0025,0.5,5.0,4.682736942922932
2405,37.0,10000.0,0.0025,2.875,1.0,7.023469864420702
2406,37.0,10000.0,0.0025,2.875,2.0,6.908367353096667
2407,37.0,10000.0,0.0025,2.875,3.0,9.17737998775554
2408,37.0,10000.0,0.0025,2.875,4.0,12.003955974497647
2409,37.0,10000.0,0.0025,2.875,5.0,9.541381315116297
2410,37.0,10000.0,0.0025,5.25,1.0,15.538066938198781
2411,37.0,10000.0,0.0025,5.25,2.0,13.91827952661389
2412,37.0,10000.0,0.0025,5.25,3.0,12.846677520024977
2413,37.0,10000.0,0.0025,5.25,4.0,13.316959227799634
2414,37.0,10000.0,0.0025,5.25,5.0,8.058909163148229
2415,37.0,10000.0,0.0025,7.625,1.0,12.249669204492042
2416,37.0,10000.0,0.0025,7.625,2.0,11.489089877431223
2417,37.0,10000.0,0.0025,7.625,3.0,8.085099901103606
2418,37.0,10000.0,0.0025,7.625,4.0,18.564097461324355
2419,37.0,10000.0,0.0025,7.625,5.0,11.423551890029252
2420,37.0,10000.0,0.0025,10.0,1.0,13.433342463717466
2421,37.0,10000.0,0.0025,10.0,2.0,9.767455527093365
2422,37.0,10000.0,0.0025,10.0,3.0,9.603196104404942
2423,37.0,10000.0,0.0025,10.0,4.0,14.890873929516715
2424,37.0,10000.0,0.0025,10.0,5.0,13.854866149594153
2425,37.0,10000.0,0.005,0.5,1.0,5.98415624343699
2426,37.0,10000.0,0.005,0.5,2.0,9.046363642880834
2427,37.0,10000.0,0.005,0.5,3.0,5.783229831318885
2428,37.0,10000.0,0.005,0.5,4.0,7.645182371210174
2429,37.0,10000.0,0.005,0.5,5.0,5.728489064677109
2430,37.0,10000.0,0.005,2.875,1.0,13.282078597555659
2431,37.0,10000.0,0.005,2.875,2.0,8.061248570579675
2432,37.0,10000.0,0.005,2.875,3.0,14.002478766015212
2433,37.0,10000.0,0.005,2.875,4.0,17.035776876642483
2434,37.0,10000.0,0.005,2.875,5.0,7.405112702014577
2435,37.0,10000.0,0.005,5.25,1.0,14.78022759063401
2436,37.0,10000.0,0.005,5.25,2.0,16.780156921047165
2437,37.0,10000.0,0.005,5.25,3.0,10.99091735401561
2438,37.0,10000.0,0.005,5.25,4.0,10.34162725416288
2439,37.0,10000.0,0.005,5.25,5.0,12.449778108220652
2440,37.0,10000.0,0.005,7.625,1.0,15.862199574387006
2441,37.0,10000.0,0.005,7.625,2.0,13.426999488740204
2442,37.0,10000.0,0.005,7.625,3.0,11.533515204491746
2443,37.0,10000.0,0.005,7.625,4.0,16.810836201653128
2444,37.0,10000.0,0.005,7.625,5.0,10.925712387602175
2445,37.0,10000.0,0.005,10.0,1.0,10.56030918733959
2446,37.0,10000.0,0.005,10.0,2.0,7.738616343168164
2447,37.0,10000.0,0.005,10.0,3.0,16.96362093722051
2448,37.0,10000.0,0.005,10.0,4.0,16.580391129043562
2449,37.0,10000.0,0.005,10.0,5.0,9.980104199156107
2450,37.0,10000.0,0.0075,0.5,1.0,12.45447082746768
2451,37.0,10000.0,0.0075,0.5,2.0,8.683833036250842
2452,37.0,10000.0,0.0075,0.5,3.0,7.291454050866385
2453,37.0,10000.0,0.0075,0.5,4.0,7.666160863365564
2454,37.0,10000.0,0.0075,0.5,5.0,6.186521485813719
2455,37.0,10000.0,0.0075,2.875,1.0,12.009640239347869
2456,37.0,10000.0,0.0075,2.875,2.0,13.622720459269138
2457,37.0,10000.0,0.0075,2.875,3.0,10.147760119649764
2458,37.0,10000.0,0.0075,2.875,4.0,15.193990760555431
2459,37.0,10000.0,0.0075,2.875,5.0,14.080852640807203
2460,37.0,10000.0,0.0075,5.25,1.0,16.662703403686052
2461,37.0,10000.0,0.0075,5.25,2.0,15.915424067695522
2462,37.0,10000.0,0.0075,5.25,3.0,13.875573949549974
2463,37.0,10000.0,0.0075,5.25,4.0,8.631064471609832
2464,37.0,10000.0,0.0075,5.25,5.0,14.004195219170864
2465,37.0,10000.0,0.0075,7.625,1.0,9.384531028491583
2466,37.0,10000.0,0.0075,7.625,2.0,11.75609956819095
2467,37.0,10000.0,0.0075,7.625,3.0,15.211043774385974
2468,37.0,10000.0,0.0075,7.625,4.0,11.146976993991087
2469,37.0,10000.0,0.0075,7.625,5.0,11.452901996400481
2470,37.0,10000.0,0.0075,10.0,1.0,21.423567173774856
2471,37.0,10000.0,0.0075,10.0,2.0,9.609313760517818
2472,37.0,10000.0,0.0075,10.0,3.0,7.625319735887909
2473,37.0,10000.0,0.0075,10.0,4.0,12.176216288385628
2474,37.0,10000.0,0.0075,10.0,5.0,9.268387447921906
2475,37.0,10000.0,0.01,0.5,1.0,7.667491312504197
2476,37.0,10000.0,0.01,0.5,2.0,8.427162645258093
2477,37.0,10000.0,0.01,0.5,3.0,6.419356308595658
2478,37.0,10000.0,0.01,0.5,4.0,5.978349342100417
2479,37.0,10000.0,0.01,0.5,5.0,4.115070597151399
2480,37.0,10000.0,0.01,2.875,1.0,18.469000343205042
2481,37.0,10000.0,0.01,2.875,2.0,15.664037365727193
2482,37.0,10000.0,0.01,2.875,3.0,8.237226605604691
2483,37.0,10000.0,0.01,2.875,4.0,8.004816897916507
2484,37.0,10000.0,0.01,2.875,5.0,11.179360030016635
2485,37.0,10000.0,0.01,5.25,1.0,7.504900002199382
2486,37.0,10000.0,0.01,5.25,2.0,7.3804698188108855
2487,37.0,10000.0,0.01,5.25,3.0,13.424940126182065
2488,37.0,10000.0,0.01,5.25,4.0,11.474275647986707
2489,37.0,10000.0,0.01,5.25,5.0,7.576515716069193
2490,37.0,10000.0,0.01,7.625,1.0,9.53302728177478
2491,37.0,10000.0,0.01,7.625,2.0,12.337433229223802
2492,37.0,10000.0,0.01,7.625,3.0,10.561004482867656
2493,37.0,10000.0,0.01,7.625,4.0,12.917821343968948
2494,37.0,10000.0,0.01,7.625,5.0,18.391437273103737
2495,37.0,10000.0,0.01,10.0,1.0,23.163664354901623
2496,37.0,10000.0,0.01,10.0,2.0,11.115760895151983
2497,37.0,10000.0,0.01,10.0,3.0,6.369760448432294
2498,37.0,10000.0,0.01,10.0,4.0,12.182837593896396
2499,37.0,10000.0,0.01,10.0,5.0,11.53201794960584
2500,50.0,1.0,0.0,0.5,1.0,1.2046459501298572
2501,50.0,1.0,0.0,0.5,2.0,1.8870465997785388
2502,50.0,1.0,0.0,0.5,3.0,1.0220804252054783
2503,50.0,1.0,0.0,0.5,4.0,0.28466447347292867
2504,50.0,1.0,0.0,0.5,5.0,0.39603434045419006
2505,50.0,1.0,0.0,2.875,1.0,12.295692298796158
2506,50.0,1.0,0.0,2.875,2.0,11.44770609026024
2507,50.0,1.0,0.0,2.875,3.0,2.3819151936074308
2508,50.0,1.0,0.0,2.875,4.0,3.3640889226968573
2509,50.0,1.0,0.0,2.875,5.0,3.6360481112373186
2510,50.0,1.0,0.0,5.25,1.0,11.398303306593943
2511,50.0,1.0,0.0,5.25,2.0,5.94716691616012
2512,50.0,1.0,0.0,5.25,3.0,3.7090930440348684
2513,50.0,1.0,0.0,5.25,4.0,7.735754946017016
2514,50.0,1.0,0.0,5.25,5.0,5.9666492590708184
2515,50.0,1.0,0.0,7.625,1.0,6.341431678253724
2516,50.0,1.0,0.0,7.625,2.0,6.778578852291889
2517,50.0,1.0,0.0,7.625,3.0,4.772161716703579
2518,50.0,1.0,0.0,7.625,4.0,4.5776150437210825
2519,50.0,1.0,0.0,7.625,5.0,7.459795851012219
2520,50.0,1.0,0.0,10.0,1.0,20.560155379611
2521,50.0,1.0,0.0,10.0,2.0,8.545173717823614
2522,50.0,1.0,0.0,10.0,3.0,4.511414021935404
2523,50.0,1.0,0.0,10.0,4.0,10.559409857580698
2524,50.0,1.0,0.0,10.0,5.0,8.255566973807204
2525,50.0,1.0,0.0025,0.5,1.0,1.1395950286848866
2526,50.0,1.0,0.0025,0.5,2.0,1.8381785713746406
2527,50.0,1.0,0.0025,0.5,3.0,1.2154695285733939
2528,50.0,1.0,0.0025,0.5,4.0,0.43362228886801846
2529,50.0,1.0,0.0025,0.5,5.0,0.5709752365197421
2530,50.0,1.0,0.0025,2.875,1.0,8.301123378971015
2531,50.0,1.0,0.0025,2.875,2.0,10.518628586139823
2532,50.0,1.0,0.0025,2.875,3.0,2.186832498657686
2533,50.0,1.0,0.0025,2.875,4.0,3.90576559932524
2534,50.0,1.0,0.0025,2.875,5.0,5.741231527778935
2535,50.0,1.0,0.0025,5.25,1.0,12.271616100335297
2536,50.0,1.0,0.0025,5.25,2.0,9.224071386740496
2537,50.0,1.0,0.0025,5.25,3.0,5.601020714376879
2538,50.0,1.0,0.0025,5.25,4.0,5.2101621318828215
2539,50.0,1.0,0.0025,5.25,5.0,7.302433018361667
2540,50.0,1.0,0.0025,7.625,1.0,7.254615432748972
2541,50.0,1.0,0.0025,7.625,2.0,5.844445121014649
2542,50.0,1.0,0.0025,7.625,3.0,4.578201688996348
2543,50.0,1.0,0.0025,7.625,4.0,4.114025348348353
2544,50.0,1.0,0.0025,7.625,5.0,6.433370419796956
2545,50.0,1.0,0.0025,10.0,1.0,12.31690920763587
2546,50.0,1.0,0.0025,10.0,2.0,10.395713520397305
2547,50.0,1.0,0.0025,10.0,3.0,4.249418451479828
2548,50.0,1.0,0.0025,10.0,4.0,10.569327244739268
2549,50.0,1.0,0.0025,10.0,5.0,7.0499804037961935
2550,50.0,1.0,0.005,0.5,1.0,1.2705437922706242
2551,50.0,1.0,0.005,0.5,2.0,1.876504036695334
2552,50.0,1.0,0.005,0.5,3.0,0.4825138120608054
2553,50.0,1.0,0.005,0.5,4.0,0.40643450845149404
2554,50.0,1.0,0.005,0.5,5.0,0.6297646313719598
2555,50.0,1.0,0.005,2.875,1.0,8.477261585132172
2556,50.0,1.0,0.005,2.875,2.0,8.935054143938439
2557,50.0,1.0,0.005,2.875,3.0,2.700790571002855
2558,50.0,1.0,0.005,2.875,4.0,5.131824117690293
2559,50.0,1.0,0.005,2.875,5.0,6.799319013045553
2560,50.0,1.0,0.005,5.25,1.0,9.848135452658571
2561,50.0,1.0,0.005,5.25,2.0,9.455421457822421
2562,50.0,1.0,0.005,5.25,3.0,2.7287342437888293
2563,50.0,1.0,0.005,5.25,4.0,4.055444903166776
2564,50.0,1.0,0.005,5.25,5.0,9.586967941212393
2565,50.0,1.0,0.005,7.625,1.0,16.991207273165934
2566,50.0,1.0,0.005,7.625,2.0,9.939953742097366
2567,50.0,1.0,0.005,7.625,3.0,4.680098597265826
2568,50.0,1.0,0.005,7.625,4.0,6.6771787999832455
2569,50.0,1.0,0.005,7.625,5.0,10.533076623151649
2570,50.0,1.0,0.005,10.0,1.0,15.874787364708741
2571,50.0,1.0,0.005,10.0,2.0,6.800891175539417
2572,50.0,1.0,0.005,10.0,3.0,9.707416596344341
2573,50.0,1.0,0.005,10.0,4.0,5.907190135119374
2574,50.0,1.0,0.005,10.0,5.0,6.916273586233354
2575,50.0,1.0,0.0075,0.5,1.0,0.9719495977803184
2576,50.0,1.0,0.0075,0.5,2.0,0.41244649029208613
2577,50.0,1.0,0.0075,0.5,3.0,1.1850577796334307
2578,50.0,1.0,0.0075,0.5,4.0,0.42395078080908866
2579,50.0,1.0,0.0075,0.5,5.0,0.5500567167459511
2580,50.0,1.0,0.0075,2.875,1.0,7.2228813089303
2581,50.0,1.0,0.0075,2.875,2.0,9.261470489227994
2582,50.0,1.0,0.0075,2.875,3.0,3.0175998557922488
2583,50.0,1.0,0.0075,2.875,4.0,5.121063075661878
2584,50.0,1.0,0.0075,2.875,5.0,3.442270775174113
2585,50.0,1.0,0.0075,5.25,1.0,7.628325788065301
2586,50.0,1.0,0.0075,5.25,2.0,7.093099412618774
2587,50.0,1.0,0.0075,5.25,3.0,6.247208252142045
2588,50.0,1.0,0.0075,5.25,4.0,9.062526420224163
2589,50.0,1.0,0.0075,5.25,5.0,8.481491252521375
2590,50.0,1.0,0.0075,7.625,1.0,8.877526574998493
2591,50.0,1.0,0.0075,7.625,2.0,8.840215807343933
2592,50.0,1.0,0.0075,7.625,3.0,2.4855114489560814
2593,50.0,1.0,0.0075,7.625,4.0,9.061231073579737
2594,50.0,1.0,0.0075,7.625,5.0,6.602599553727806
2595,50.0,1.0,0.0075,10.0,1.0,6.781462957181718
2596,50.0,1.0,0.0075,10.0,2.0,6.170521337285221
2597,50.0,1.0,0.0075,10.0,3.0,7.4318502905805275
2598,50.0,1.0,0.0075,10.0,4.0,5.557858410361223
2599,50.0,1.0,0.0075,10.0,5.0,9.64740760063206
2600,50.0,1.0,0.01,0.5,1.0,0.9679751918963546
2601,50.0,1.0,0.01,0.5,2.0,1.7728311057413193
2602,50.0,1.0,0.01,0.5,3.0,1.1916325510155228
2603,50.0,1.0,0.01,0.5,4.0,0.6896517882669024
2604,50.0,1.0,0.01,0.5,5.0,0.5091970040227201
2605,50.0,1.0,0.01,2.875,1.0,10.434581436617556
2606,50.0,1.0,0.01,2.875,2.0,7.947066807812787
2607,50.0,1.0,0.01,2.875,3.0,5.397595035973163
2608,50.0,1.0,0.01,2.875,4.0,4.9243614637800075
2609,50.0,1.0,0.01,2.875,5.0,8.160153033791131
2610,50.0,1.0,0.01,5.25,1.0,7.719895989925813
2611,50.0,1.0,0.01,5.25,2.0,7.639795807963824
2612,50.0,1.0,0.01,5.25,3.0,3.9850630046145263
2613,50.0,1.0,0.01,5.25,4.0,5.191996355464559
2614,50.0,1.0,0.01,5.25,5.0,5.864744395155294
2615,50.0,1.0,0.01,7.625,1.0,10.976890566549722
2616,50.0,1.0,0.01,7.625,2.0,11.565540694560672
2617,50.0,1.0,0.01,7.625,3.0,5.44511871983486
2618,50.0,1.0,0.01,7.625,4.0,5.002007600336666
2619,50.0,1.0,0.01,7.625,5.0,8.179539687555225
2620,50.0,1.0,0.01,10.0,1.0,7.29836896571823
2621,50.0,1.0,0.01,10.0,2.0,9.338033323300113
2622,50.0,1.0,0.01,10.0,3.0,3.4787502256615497
2623,50.0,1.0,0.01,10.0,4.0,7.6543060000839755
2624,50.0,1.0,0.01,10.0,5.0,7.3143152914124085
2625,50.0,10.0,0.0,0.5,1.0,6.240415815376771
2626,50.0,10.0,0.0,0.5,2.0,7.652018287034666
2627,50.0,10.0,0.0,0.5,3.0,4.074491984457962
2628,50.0,10.0,0.0,0.5,4.0,4.976434004799794
2629,50.0,10.0,0.0,0.5,5.0,3.548507769621603
2630,50.0,10.0,0.0,2.875,1.0,5.142093319037118
2631,50.0,10.0,0.0,2.875,2.0,6.76505064577852
2632,50.0,10.0,0.0,2.875,3.0,11.998398349959487
2633,50.0,10.0,0.0,2.875,4.0,11.308436258162958
2634,50.0,10.0,0.0,2.875,5.0,8.88621563211007
2635,50.0,10.0,0.0,5.25,1.0,12.065379844586289
2636,50.0,10.0,0.0,5.25,2.0,11.030124408482742
2637,50.0,10.0,0.0,5.25,3.0,10.379050887155577
2638,50.0,10.0,0.0,5.25,4.0,8.113258936405732
2639,50.0,10.0,0.0,5.25,5.0,13.041323606128069
2640,50.0,10.0,0.0,7.625,1.0,15.659121971370027
2641,50.0,10.0,0.0,7.625,2.0,16.01980007834717
2642,50.0,10.0,0.0,7.625,3.0,10.608024465119957
2643,50.0,10.0,0.0,7.625,4.0,8.898219732794963
2644,50.0,10.0,0.0,7.625,5.0,12.011508663924605
2645,50.0,10.0,0.0,10.0,1.0,7.0126745811717495
2646,50.0,10.0,0.0,10.0,2.0,13.844887623015433
